Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","31975","Urban and Regional Planning (URP) Open Sections"," 553","001","Sust Urban & Arch","LEC","P  ","","T","","TH","","","","01/03/2018","04/17/2018","1030-12PM","2108 A&AB","Kelbaugh","  30","  30","Y","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","21034","Urban and Regional Planning (URP) Open Sections"," 555","001","Arch Pln DV","LEC","P  ","","","","TH","","","","01/03/2018","04/17/2018","1-4PM","2222 A&AB","McCullough","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","22471","Urban and Regional Planning (URP) Open Sections"," 570","001","Global & Comp Plng","LEC","P R","M","","W","","","","","01/03/2018","04/17/2018","9-1030AM","2108 A&AB","Hoey","  15","  15","Y","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","27876","Urban and Regional Planning (URP) Open Sections"," 573","001","Infrastr:Us&Dev Coun","SEM","P  ","","","","TH","","","","01/03/2018","04/17/2018","6-9PM","2222 A&AB","Murray","  25","  25","N","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","21845","Urban and Regional Planning (URP) Open Sections"," 580","001","Metropolitan Struct","LEC","P R","","T","","TH","","","","01/03/2018","04/17/2018","9-1030AM","2108 A&AB","Thomas","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","21831","Urban and Regional Planning (URP) Open Sections"," 584","001","Intro to Econ DevPln","LEC","P  ","M","","W","","","","","01/03/2018","04/17/2018","9-1030AM","2210 A&AB","Campbell","  30","  30","Y","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","21343","Urban and Regional Planning (URP) Open Sections"," 587","001","Plan Org&Com Chg","LEC","P  ","","","W","","","","","01/03/2018","04/17/2018","6-9PM","ARR","","  20","  20","N","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","18164","Urban and Regional Planning (URP) Open Sections"," 590","001","Integrative RE Sem","SEM","PIR","","","","TH","","","","01/03/2018","04/17/2018","6-8PM","2227 A&AB","Norman","  25","  25","Y","2.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","21894","Urban and Regional Planning (URP) Open Sections"," 591","001","Fin RE Development","LEC","P  ","","T","","","","","","01/03/2018","04/17/2018","6-9PM","1360 A&AB","Cory","  35","  35","Y","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","23519","Urban and Regional Planning (URP) Open Sections"," 593","001","Real Estate Dev:Fund","REC","P R","","","W","","","","","01/08/2018","02/19/2018","630-930PM","R0240 BUS","Allen","  40","  40","Y","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","23519","Urban and Regional Planning (URP) Open Sections"," 593","001","Real Estate Dev:Fund","REC","P R","","","W","","","","","03/06/2018","04/17/2018","630-930PM","R0240 BUS","","  40","  40","Y","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","23520","Urban and Regional Planning (URP) Open Sections"," 593","451","Real Estate Dev:Fund","REC","P R","","","W","","","","","01/08/2018","04/17/2018","630-930PM","ARR","Allen","  10","  10","Y","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","16434","Urban and Regional Planning (URP) Open Sections"," 603","001","Capstone Studio","LAB","PI ","M","","W","","","","","01/03/2018","04/17/2018","1-4PM","ARR","D'Anieri, Dueweke","   9","   9","N","6.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","18231","Urban and Regional Planning (URP) Open Sections"," 603","002","Capstone Studio","LAB","PI ","M","","W","","","","","01/03/2018","04/17/2018","1-4PM","ARR","Norton, Levy","   9","   9","N","6.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","20030","Urban and Regional Planning (URP) Open Sections"," 603","003","Capstone Studio","LAB","PI ","M","","W","","","","","01/03/2018","04/17/2018","4-7PM","ARR","Etienne, Dueweke","   9","   9","N","6.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","23009","Urban and Regional Planning (URP) Open Sections"," 610","001","URP Grad Exper Cse","SEM","P  ","","","W","","","","","01/03/2018","04/17/2018","5-8PM","2210 A&AB","Nelson","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","24367","Urban and Regional Planning (URP) Open Sections"," 610","003","URP Grad Exper Cse","SEM","P  ","","","W","","","","","01/03/2018","04/17/2018","6-9PM","1360 A&AB","Arquero De Alarcon","  12","  12","Y","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","23033","Urban and Regional Planning (URP) Open Sections"," 614","001","Agora Edit Board","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  25","  25","N","2.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","31972","Urban and Regional Planning (URP) Open Sections"," 701","001","Epist&Rsn Pln Res","SEM","P R","M","","","","","","","01/03/2018","04/17/2018","9-12PM","2227 A&AB","Thacher","  12","  12","N","3.00",
"Winter 2018","Regular Academic Session","Architecture & Urban Planning","10303","Urban and Regional Planning (URP) Open Sections"," 993","001","Teach Meth Gsi","SEM","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Grengs, Haar","  35","  35","N","1.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10390","Dental Hygiene (DENTHYG) Open Sections"," 209","001","Basic Radiography","LEC","P  ","M","","","","","","","01/03/2018","04/17/2018","10-12PM","ARR","Benavides","  40","  40","N","2.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10391","Dental Hygiene (DENTHYG) Open Sections"," 211","001","Clinical Dent Hyg","LEC","P  ","M","","","","","","","01/03/2018","04/17/2018","8-10AM","G550 DENT","McComas","  40","  40","N","4.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10392","Dental Hygiene (DENTHYG) Open Sections"," 224","001","Periodontics I","LEC","P  ","","T","","","","","","01/03/2018","04/17/2018","1-2PM","G550 DENT","Duff","  40","  40","N","1.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10393","Dental Hygiene (DENTHYG) Open Sections"," 234","001","Special Patients","LEC","P  ","","","W","","","","","01/03/2018","04/17/2018","8-9AM","G550 DENT","Jones","  40","  40","N","1.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10394","Dental Hygiene (DENTHYG) Open Sections"," 243","001","Head & Neck Anatomy","LEC","P  ","","","W","","","","","01/03/2018","04/17/2018","1-3PM","G550 DENT","VanDuine","  45","  45","N","2.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10395","Dental Hygiene (DENTHYG) Open Sections"," 313","001","Clinical Dent Hyg","LEC","P  ","","","W","","","","","01/03/2018","04/17/2018","8-9AM","G580 DENT","Eagle","  40","  40","N","3.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10396","Dental Hygiene (DENTHYG) Open Sections"," 321","001","Dental Specialties","LEC","P  ","","T","","","","","","01/03/2018","04/17/2018","8-9AM","G550 DENT","Kline","  40","  40","N","1.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10397","Dental Hygiene (DENTHYG) Open Sections"," 324","001","Periodontics II","LEC","P  ","","","W","","","","","01/03/2018","04/17/2018","2-4PM","G580 DENT","Duff","  35","  35","N","1.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10398","Dental Hygiene (DENTHYG) Open Sections"," 335","001","Bio Materials","LEC","P  ","","T","","","","","","01/03/2018","04/17/2018","2-3PM","G550 DENT","Eagle","  40","  40","N","2.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10398","Dental Hygiene (DENTHYG) Open Sections"," 335","001","Bio Materials","LEC","P  ","","T","","","","","","01/03/2018","04/17/2018","3-5PM","G340 DENT","","  40","  40","N","2.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10398","Dental Hygiene (DENTHYG) Open Sections"," 335","001","Bio Materials","LEC","P  ","","","","TH","","","","01/03/2018","04/17/2018","3-4PM","G550 DENT","","  40","  40","N","2.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10399","Dental Hygiene (DENTHYG) Open Sections"," 338","001","Hlth Educ Methods","LEC","P  ","","","W","","","","","01/03/2018","04/17/2018","9-11AM","G550 DENT","Kline","  40","  40","N","2.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10400","Dental Hygiene (DENTHYG) Open Sections"," 345","001","Research Methods","LEC","P  ","","T","","","","","","01/03/2018","04/17/2018","8-9AM","G580 DENT","VanDuine","  40","  40","N","2.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10400","Dental Hygiene (DENTHYG) Open Sections"," 345","001","Research Methods","LEC","P  ","","","","","F","","","01/03/2018","04/17/2018","1-2PM","G580 DENT","","  40","  40","N","2.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10401","Dental Hygiene (DENTHYG) Open Sections"," 362","001","Geriatric Dentistry","LEC","P  ","","T","","","","","","01/03/2018","04/17/2018","1-2PM","ARR","Sweier","  40","  40","N","1.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10402","Dental Hygiene (DENTHYG) Open Sections"," 393","001","Gen&Oral Path","LEC","P  ","M","","","","","","","01/03/2018","04/17/2018","1-2PM","G550 DENT","Squarize","  40","  40","N","3.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10402","Dental Hygiene (DENTHYG) Open Sections"," 393","001","Gen&Oral Path","LEC","P  ","","T","","","","","","01/03/2018","04/17/2018","9-11AM","G550 DENT","","  40","  40","N","3.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","23407","Dental Hygiene (DENTHYG) Open Sections"," 401","001","Emrg Educat Ace Dent","LAB","P  ","","","W","","","","","01/03/2018","04/17/2018","1-1AM","ARR","Richards","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10403","Dental Hygiene (DENTHYG) Open Sections"," 415","001","Clinical Dent Hyg","LEC","P  ","M","","","","","","","01/03/2018","04/17/2018","8-10AM","G580 DENT","Ash","  40","  40","N","4.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10404","Dental Hygiene (DENTHYG) Open Sections"," 430","001","Practice Management","LEC","P  ","M","","","","","","","01/03/2018","04/17/2018","10-12PM","G550 DENT","Eagle","  36","  36","N","2.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10405","Dental Hygiene (DENTHYG) Open Sections"," 440","001","Internal Medicine","LEC","P  ","","","","TH","","","","01/03/2018","04/17/2018","2-3PM","G550 DENT","Lei","  40","  40","N","1.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10407","Dental Hygiene (DENTHYG) Open Sections"," 450","001","Practicum","LEC","P  ","","","W","","","","","01/03/2018","04/17/2018","1-2PM","G580 DENT","Jones","  60","  60","N","2.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10408","Dental Hygiene (DENTHYG) Open Sections"," 466","001","Select Teach Exper","LEC","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Kinney","  30","  30","N","2.00-3.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","22005","Dental Hygiene (DENTHYG) Open Sections"," 475","001","Mentored Prof Exp","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","3.00-4.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","10409","Dental Hygiene (DENTHYG) Open Sections"," 480","001","Independent Study","LEC","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Kinney","  30","  30","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","19948","Dental Hygiene Degree Completion E-Learning (HYGDCE) Open Sections"," 483","001","Res Evid Based Pract","LEC","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Posorski","  25","  25","N","3.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","19949","Dental Hygiene Degree Completion E-Learning (HYGDCE) Open Sections"," 487","001","Hlth Promo&Rsk Red","LEC","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Kerschbaum","  25","  25","N","3.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","20287","Dental Hygiene Degree Completion E-Learning (HYGDCE) Open Sections"," 489","001","Capstone I","LEC","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Arnett","  25","  25","N","3.00",
"Winter 2018","Regular Academic Session","Dental Hygiene","20286","Dental Hygiene Degree Completion E-Learning (HYGDCE) Open Sections"," 490","001","Practicum","LEC","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Mattana","  25","  25","N","3.00",
"Winter 2018","Regular Academic Session","Dentistry","10367","Biomaterials (BIOMATLS) Open Sections"," 570","001","Biomat-Orthodontics","SEM","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  15","  15","N","1.00",
"Winter 2018","Regular Academic Session","Dentistry","10368","Biomaterials (BIOMATLS) Open Sections"," 571","001","Test Proc Biomaterl","SEM","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  30","  30","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Dentistry","10370","Biomaterials (BIOMATLS) Open Sections"," 573","001","Spec Topic Biomatrl","SEM","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  20","  20","N","2.00",
"Winter 2018","Regular Academic Session","Dentistry","10371","Biomaterials (BIOMATLS) Open Sections"," 574","001","Spec Top Biol Sci","SEM","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  30","  30","N","2.00",
"Winter 2018","Regular Academic Session","Dentistry","10372","Biomaterials (BIOMATLS) Open Sections"," 575","001","Sem Biomatrls","SEM","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  20","  20","N","1.00-8.00",
"Winter 2018","Regular Academic Session","Dentistry","10373","Biomaterials (BIOMATLS) Open Sections"," 576","001","Form Dent & Biomat","SEM","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  20","  20","N","3.00",
"Winter 2018","Regular Academic Session","Dentistry","10374","Biomaterials (BIOMATLS) Open Sections"," 577","001","Mech of Ortho Matrl","SEM","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  15","  15","N","1.00",
"Winter 2018","Regular Academic Session","Dentistry","10376","Biomaterials (BIOMATLS) Open Sections"," 581","001","Biomaterials Lab II","LAB","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  20","  20","N","3.00",
"Winter 2018","Regular Academic Session","Dentistry","10377","Biomaterials (BIOMATLS) Open Sections"," 583","001","Biocompatibility","SEM","P  ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  50","  50","N","1.00",
"Winter 2018","Regular Academic Session","Dentistry","30755","Biomaterials (BIOMATLS) Open Sections"," 584","001","Adv in Tissue Engr","LEC","P  ","","T","","TH","","","","01/03/2018","04/17/2018","9-1030AM","1121 LBME","Kohn","  40","  40","N","3.00",
"Winter 2018","Regular Academic Session","Dentistry","21332","Dentistry (DENT) Open Sections"," 503","001","Principles of Pharmacology","LEC","P R","M","","","","","","","01/02/2018","04/13/2018","8-9AM","G005 DENT","Maybaum, Smrcka, Tall"," 130"," 130","N","0.00-10.00",
"Winter 2018","Regular Academic Session","Dentistry","21332","Dentistry (DENT) Open Sections"," 503","001","Principles of Pharmacology","LEC","P R","","","","TH","","","","02/22/2018","04/13/2018","8-9AM","G005 DENT",""," 130"," 130","N","0.00-10.00",
